"Reporter","Year","Sector","Subsector","Primary NAICS Code","NAICS Definition","Parent Company","City","County","Jurisdiction","Reported Emissions (MTCO2e)","Biogenic Carbon Dioxide (MTCO2e)","Carbon Dioxide (MTCO2e)","Methane (MTCO2e)","Nitrous Oxide (MTCO2e)","HFCs (MTCO2e)","PFCs (MTCO2e)","Sulfur Hexafluoride (MTCO2e)","Fluorinated - Other (MTCO2e)","Notes","Point Size","Location","Covered Emissions (MT CO2e)","CCA Status","Georeferenced Location"
"REG Grays Harbor LLC - Hoquiam","2023","Petroleum Systems","Other Petroleum Systems","325199","All Other Basic Organic Chemical Manufacturing","Chevron Corporation","Hoquiam","Grays Harbor","Olympic Region Clean Air Agency","20,092","0","20,072","10","11","0","0","0","0",,"1","46.968196, -123.853622",,"Reporter","POINT (-123.853622 46.968196)"
"Hampton Lumber Mills Washington Inc. - Morton","2017","Wood Products","Lumber Mills","321113","Sawmills","Hampton Lumber Mills Washington Inc.","Morton","Lewis","Southwest Clean Air Agency","36,531","36,045","5","69","412","0","0","0","0",,"2","46.565997, -122.269573",,,"POINT (-122.269573 46.565997)"
"Analog Devices, Inc. - Camas","2023","Manufacturing","Electronics Industry","334413","Semiconductor and Related Device Manufacturing","Linear Technology Corporation","Camas","Clark","Southwest Clean Air Agency","18,421","0","2,220","1","2,220","3,214","6,382","4,095","289",,"1","45.598844, -122.45232","18,420","Covered Entity","POINT (-122.45232 45.598844)"
"Puget Sound Energy - Ferndale Generating Station - Ferndale","2016","Power Plants","Natural Gas Turbine Plants","221112","Fossil Fuel Electric Power Generation","Puget Holdings LLC","Ferndale","Whatcom","Northwest Clean Air Agency","354,146","0","353,786","164","196","0","0","0","0",,"3","48.828707, -122.685533",,,"POINT (-122.685533 48.828707)"
"Sierra Pacific Industries - Burlington - Mount Vernon","2019","Wood Products","Lumber Mills","321113","Sawmills","Sierra Pacific Industries","Mount Vernon","Skagit","Northwest Clean Air Agency","307,533","300,773","2,740","579","3,442","0","0","0","0",,"3","48.448553, -122.434613",,,"POINT (-122.434613 48.448553)"
"Boeing Commercial Airplanes - Everett","2016","Manufacturing","Transportation Industry","336411","Aircraft Manufacturing","The Boeing Company","Everett","Snohomish","Puget Sound Clean Air Agency","76,191","0","76,112","36","44","0","0","0","0",,"2","47.918622, -122.276987",,,"POINT (-122.276987 47.918622)"
"Cosmo Specialty Fibers Inc - Cosmopolis","2022","Pulp and Paper","Sulfite Mills","322110","Pulp Mills","Cosmo Specialty Fibers Inc.","Cosmopolis","Grays Harbor","Ecology: Industrial Section","518,321","462,418","50,666","3,427","1,809","0","0","0","0",,"3","46.952907, -123.76211",,,"POINT (-123.76211 46.952907)"
"Northwest Pipeline C/S - Mount Vernon","2019","Natural Gas Systems","Natural Gas Transmission/Compression","486210","Pipeline Transportation of Natural Gas","The Williams Companies, Inc.","Mount Vernon","Skagit","Northwest Clean Air Agency","35,096","0","32,768","2,310","18","0","0","0","0",,"2","48.421967, -122.21547",,,"POINT (-122.21547 48.421967)"
"Darling Ingredients Inc - Tacoma","2017","Food Production","Meat Products","311613","Rendering and Meat Byproduct Processing","Darling Ingredients Inc.","Tacoma","Pierce","Puget Sound Clean Air Agency","11,327","0","11,315","5","6","0","0","0","0",,"1","47.250503, -122.406461",,,"POINT (-122.406461 47.250503)"
"Packaging Corporation of America - Wallula","2014","Pulp and Paper","Kraft Mills","322121","Paper (except Newsprint) Mills","Packaging Corp of America","Wallula","Walla Walla","Ecology: Industrial Section","889,452","765,685","107,830","13,290","2,647","0","0","0","0",,"3","46.10396, -118.9184",,,"POINT (-118.9184 46.10396)"
"Matheson - Anacortes","2023","Petroleum Systems","Other Petroleum Systems","325120","Industrial Gas Manufacturing","Linde Gas North America LLC","Anacortes","Skagit","Northwest Clean Air Agency","53,407","0","53,407","0","0","0","0","0","0",,"2","48.467646, -122.554343","53,407","Covered Entity","POINT (-122.554343 48.467646)"
"Okanogan County Central Landfill - Okanogan","2023","Waste","Landfills","562212","Solid Waste Landfill","Okanogan County","Okanogan","Okanogan","Ecology: Central Regional Office","17,803","0","0","17,803","0","0","0","0","0",,"1","48.341148, -119.620109",,"Reporter","POINT (-119.620109 48.341148)"
"Northwest Pipeline C/S - Washougal","2013","Natural Gas Systems","Natural Gas Transmission/Compression","486210","Pipeline Transportation of Natural Gas","The Williams Companies, Inc.","Washougal","Clark","Southwest Clean Air Agency","25,393","0","20,514","4,867","12","0","0","0","0",,"2","45.63236, -122.36516",,,"POINT (-122.36516 45.63236)"
"Rainier Veneer, Inc. - Spanaway","2019","Wood Products","Other Wood Products","321212","Softwood Veneer and Plywood Manufacturing","Rainier Veneer Inc.","Spanaway","Pierce","Puget Sound Clean Air Agency","14,399","12,519","1,712","25","144","0","0","0","0",,"1","47.062059, -122.318981",,,"POINT (-122.318981 47.062059)"
"NW Natural - supplier","2018","Supplier","Natural Gas Supplier","221210","Natural Gas Distribution",,"Portland","Multnomah",,"441,933","0","441,480","206","246","0","0","0","0",,,,,,
"McCain Foods - Othello","2022","Food Production","Potato Products","311411","Frozen Fruit, Juice, and Vegetable Manufacturing","McCain USA Inc.","Othello","Adams","Ecology: Eastern Regional Office","81,049","5,263","55,798","19,938","50","0","0","0","0",,"2","46.840102, -119.172705",,,"POINT (-119.172705 46.840102)"
"Alcoa Intalco Works - Ferndale","2014","Metals","Aluminum Production","331312","Primary Aluminum Production","Alcoa Corp.","Ferndale","Whatcom","Ecology: Industrial Section","1,326,684","0","431,403","10,905","32","0","884,344","0","0","PFC emissions based on old source test information.","4","48.8455, -122.7055",,,"POINT (-122.7055 48.8455)"
"Puget Sound Energy - Whitehorn Generating Station - Blaine","2017","Power Plants","Natural Gas Turbine Plants","221112","Fossil Fuel Electric Power Generation","Puget Holdings LLC","Blaine","Whatcom","Northwest Clean Air Agency","67,424","0","67,351","33","41","0","0","0","0",,"2","48.885475, -122.724299",,,"POINT (-122.724299 48.885475)"
"Interfor US, Inc. - Port Angeles","2021","Wood Products","Lumber Mills","321113","Sawmills","Interfor US Inc.","Port Angeles","Clallam","Olympic Region Clean Air Agency","43,617","43,042","0","83","492","0","0","0","0",,"2","48.103425, -123.518642",,,"POINT (-123.518642 48.103425)"
"Spokane Waste to Energy Facility - Spokane","2017","Power Plants","Other Power, Heating, or Cooling Plants","562213","Solid Waste Combustors and Incinerators","City of Spokane","Spokane","Spokane","Spokane Regional Clean Air Agency","234,104","140,810","88,156","2,004","3,135","0","0","0","0",,"3","47.626529, -117.504278",,,"POINT (-117.504278 47.626529)"
"Keyes Fibre Corporation - Wenatchee","2018","Pulp and Paper","Other Pulp and Paper","322299","All Other Converted Paper Product Manufacturing","Tekni-Plex Wenatchee Fiber Consumer Porducts","Wenatchee","Chelan","Ecology: Central Regional Office","15,291","0","15,275","7","9","0","0","0","0",,"1","47.485987, -120.316363",,,"POINT (-120.316363 47.485987)"
"The Boeing Company - Fabrication (Frederickson Site) - Puyallup","2013","Manufacturing","Transportation Industry","336411","Aircraft Manufacturing","The Boeing Company","Puyallup","Pierce","Puget Sound Clean Air Agency","21,969","0","21,946","10","12","0","0","0","0",,"1","47.088831, -122.34862",,,"POINT (-122.34862 47.088831)"
"Cathcart Landfill - Snohomish","2022","Waste","Landfills","562212","Solid Waste Landfill","Snohomish County","Snohomish","Snohomish","Puget Sound Clean Air Agency","14,176","1,368","204","12,599","5","0","0","0","0",,"1","47.870014, -122.118284",,,"POINT (-122.118284 47.870014)"
"WestRock CP, LLC - Tacoma","2015","Pulp and Paper","Kraft Mills","322130","Paperboard Mills","Westrock Corp.","Tacoma","Pierce","Ecology: Industrial Section","1,135,442","1,011,954","116,998","1,154","5,336","0","0","0","0",,"4","47.260953, -122.421765",,,"POINT (-122.421765 47.260953)"
"Roosevelt Regional Landfill - Roosevelt","2015","Waste","Landfills","562212","Solid Waste Landfill","Republic Services, Inc.","Roosevelt","Klickitat","Ecology: Central Regional Office","248,507","0","189","248,318","1","0","0","0","0",,"3","45.807146, -120.179785",,,"POINT (-120.179785 45.807146)"
"River Road Generating Plant - Vancouver","2023","Power Plants","Natural Gas Turbine Plants","221112","Fossil Fuel Electric Power Generation","Clark Public Utilities","Vancouver","Clark","Southwest Clean Air Agency","700,250","0","1,399,077","649","774","0","0","0","0",,"4","45.64958, -122.724806","700,250","Covered Entity","POINT (-122.724806 45.64958)"
"US Army Joint Base Lewis-McChord - Pierce Co.","2015","Government","National Security","928110","National Security","US Government","Joint Base Lewis-McChord","Pierce","Puget Sound Clean Air Agency","78,742","0","56,073","22,633","35","0","0","0","0",,"2","47.1142, -122.5365",,,"POINT (-122.5365 47.1142)"
"Puget Sound Energy - Encogen Generating Station - Bellingham","2022","Power Plants","Natural Gas Turbine Plants","221112","Fossil Fuel Electric Power Generation","Puget Holdings LLC","Bellingham","Whatcom","Northwest Clean Air Agency","204,794","0","204,586","95","113","0","0","0","0",,"3","48.746, -122.486",,,"POINT (-122.486 48.746)"
"Weyerhaeuser Raymond Lumber - Raymond","2017","Wood Products","Lumber Mills","321113","Sawmills","Weyerhaeuser Co.","Raymond","Pacific","Olympic Region Clean Air Agency","48,561","47,921","0","92","548","0","0","0","0",,"2","46.688088, -123.737495",,,"POINT (-123.737495 46.688088)"
"Northwest Pipeline C/S - Sumner","2020","Natural Gas Systems","Natural Gas Transmission/Compression","486210","Pipeline Transportation of Natural Gas","The Williams Companies, Inc.","Sumner","Pierce","Puget Sound Clean Air Agency","9,603","0","9,167","431","5","0","0","0","0",,"1","47.228986, -122.209551",,,"POINT (-122.209551 47.228986)"
"DH Feeders - Eltopia","2013","Livestock","Cattle Feedlots","112112","Cattle Feedlots","Easterday Ranches","Eltopia","Franklin","Ecology: Eastern Regional Office","14,831","0","693","1,080","13,058","0","0","0","0",,"1","46.50919, -118.881203",,,"POINT (-118.881203 46.50919)"
"Greif, Tacoma Mill - Tacoma","2020","Pulp and Paper","Other Pulp and Paper","322130","Paperboard Mills","Paperboard Parent Inc.","Tacoma","Pierce","Puget Sound Clean Air Agency","13,941","0","13,926","7","8","0","0","0","0",,"1","47.239235, -122.421909",,,"POINT (-122.421909 47.239235)"
"Puget Sound Energy - Goldendale Generating Station - Goldendale","2020","Power Plants","Natural Gas Turbine Plants","221112","Fossil Fuel Electric Power Generation","Puget Holdings LLC","Goldendale","Klickitat","Ecology: Central Regional Office","730,210","0","729,468","338","403","0","0","0","0",,"3","45.8114, -120.833",,,"POINT (-120.833 45.8114)"
"REG Grays Harbor LLC - Hoquiam","2017","Petroleum Systems","Other Petroleum Systems","325199","All Other Basic Organic Chemical Manufacturing","Chevron Corporation","Hoquiam","Grays Harbor","Olympic Region Clean Air Agency","17,588","0","17,570","8","10","0","0","0","0",,"1","46.968196, -123.853622",,,"POINT (-123.853622 46.968196)"
"City of Ellensburg LDC - supplier","2023","Supplier","Natural Gas Supplier","221210","Natural Gas Distribution","City of Ellensburg","Ellensburg","Kittitas",,"28,110","0","28,081","13","16","0","0","0","0",,,,"41,017","Covered Entity",
"WestRock LLC - Longview","2019","Pulp and Paper","Kraft Mills","322130","Paperboard Mills","Westrock Corp.","Longview","Cowlitz","Ecology: Industrial Section","1,555,080","1,408,358","139,775","1,330","5,617","0","0","0","0",,"4","46.10361, -122.92167",,,"POINT (-122.92167 46.10361)"
"King County Solid Waste Cedar Hills Landfill - Maple Valley","2019","Waste","Landfills","562212","Solid Waste Landfill","King County Solid Waste Division","Maple Valley","King","Puget Sound Clean Air Agency","72,738","0","320","72,417","1","0","0","0","0",,"2","47.462625, -122.046025",,,"POINT (-122.046025 47.462625)"
"U.S. Oil & Refining Co. - Tacoma","2012","Petroleum Systems","Petroleum Refineries","324110","Petroleum Refineries","Par Pacific Holdings Inc.","Tacoma","Pierce","Puget Sound Clean Air Agency","169,581","0","167,338","1,703","539","0","0","0","0",,"3","47.256813, -122.394952",,,"POINT (-122.394952 47.256813)"
"Tree Top - Wenatchee","2015","Food Production","Fruit Products","311423","Dried and Dehydrated Food Manufacturing","Tree Top Inc.","Wenatchee","Chelan","Ecology: Central Regional Office","7,806","0","7,797","4","4","0","0","0","0",,"1","47.48938, -120.31426",,,"POINT (-120.31426 47.48938)"
"Hidden Valley Landfill - Puyallup","2019","Waste","Landfills","562212","Solid Waste Landfill","Waste Connections US Inc.","Puyallup","Pierce","Puget Sound Clean Air Agency","7,434","0","0","7,434","0","0","0","0","0","Voluntary reporter.","1","47.095, -122.2878",,,"POINT (-122.2878 47.095)"
"Port Angeles Hardwood LLC - Port Angeles","2023","Wood Products","Lumber Mills","321113","Sawmills","Port Angeles Hardwood LLC","Port Angeles","Clallam","Olympic Region Clean Air Agency","21,627","21,342","0","41","244","0","0","0","0",,"1","48.100872, -123.485745",,"Reporter","POINT (-123.485745 48.100872)"
"Frito Lay - Vancouver","2021","Food Production","Other Food Products","311919","Other Snack Food Manufacturing","PepsiCo Inc","Vancouver","Clark","Southwest Clean Air Agency","14,349","0","14,335","7","8","0","0","0","0",,"1","45.657037, -122.692",,,"POINT (-122.692 45.657037)"
"Bonneville Power Administration - WA Only - statewide","2013","Power Plants","Electrical Transmission and Distribution","221121","Electric Bulk Power Transmission and Control","US Government","Vancouver","Clark","Southwest Clean Air Agency","42,114","0","0","0","0","0","0","42,114","0",,"2","45.661178, -122.658608",,,"POINT (-122.658608 45.661178)"
"Alcoa Intalco Works - Ferndale","2018","Metals","Aluminum Production","331312","Primary Aluminum Production","Alcoa Corp.","Ferndale","Whatcom","Ecology: Industrial Section","1,130,624","0","340,166","9,297","32","0","781,130","0","0","PFC emissions based on old source test information.","4","48.8455, -122.7055",,,"POINT (-122.7055 48.8455)"
"Cosmo Specialty Fibers Inc - Cosmopolis","2012","Pulp and Paper","Sulfite Mills","322110","Pulp Mills","Cosmo Specialty Fibers Inc.","Cosmopolis","Grays Harbor","Ecology: Industrial Section","536,935","502,830","27,037","5,186","1,881","0","0","0","0",,"3","46.952907, -123.76211",,,"POINT (-123.76211 46.952907)"
"KIROS Energy Marketing ULC - Calgary","2022","Supplier","Other Fuel Supplier","424720","Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)","KIROS Energy Marketing ULC","Calgary","MD of Foothills No. 31",,"128,798","0","128,282","153","364","0","0","0","0",,,,,,
"Alon Asphalt Company - Seattle","2019","Petroleum Systems","Other Petroleum Systems","424710","Petroleum Bulk Stations and Terminals","Delek US Holdings Inc.","Seattle","King","Puget Sound Clean Air Agency","13,673","0","13,645","21","7","0","0","0","0",,"1","47.781642, -122.395299",,,"POINT (-122.395299 47.781642)"
"Cascade Natural Gas Corporation - supplier","2015","Supplier","Natural Gas Supplier","221210","Natural Gas Distribution","MDU Resources Group, Inc.","Kennewick","Benton",,"1,490,533","0","1,488,995","702","836","0","0","0","0",,,,,,
"Lamb Weston - Pasco","2019","Food Production","Potato Products","311411","Frozen Fruit, Juice, and Vegetable Manufacturing","Lamb Weston, Inc.","Pasco","Franklin","Ecology: Eastern Regional Office","46,270","0","46,223","22","26","0","0","0","0",,"2","46.288137, -119.115336",,,"POINT (-119.115336 46.288137)"
"Ponderay Industries - Usk","2021","Pulp and Paper","Other Pulp and Paper","322122","Newsprint Mills","Ponderay Industries","Usk","Pend Oreille","Ecology: Eastern Regional Office","523","0","521","1","1","0","0","0","0","Facility closed June 2020.","1","48.289771, -117.271359",,,"POINT (-117.271359 48.289771)"
"Air Liquide Electronics Moses Lake Hydrogen Plant","2013","Chemicals","Other Chemicals","325120","Industrial Gas Manufacturing","Air Liquide USA Inc.","Moses Lake","Grant","Ecology: Eastern Regional Office","17,253","0","17,253","0","0","0","0","0","0",,"1","47.135844, -119.19962",,,"POINT (-119.19962 47.135844)"
